"Version","Class","NFix","NRevision","NAuthor","LocAdded","LocDeleted","LocTouched","MaxLockAdded","AverageLockAdded","Size","Age","Buggy"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/AbstractDBStore.java","5","262","2","22729","44967","67696","22729","22729.0","3074","0","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/CatalogStore.java","1","23","1","51164","121407","172571","51164","51164.0","230","0","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/DerbyStore.java","1","39","2","33992","78568","112560","33992","33992.0","99","0","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/MariaDBStore.java","0","0","0","86193","201886","288079","86193","86193.0","55","30","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/MySQLStore.java","1","32","2","56589","119914","176503","56589","56589.0","55","0","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/object/BaseSchema.java","0","0","0","0","0","0","0","0","97","50","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/object/DatabaseObject.java","0","0","0","0","0","0","0","0","105","50","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/object/DatabaseObjectType.java","0","0","0","0","0","0","0","0","48","50","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/object/SchemaPatch.java","0","0","0","0","0","0","0","0","99","50","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/object/SQLObject.java","0","0","0","0","0","0","0","0","52","50","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/object/StoreObject.java","0","0","0","0","0","0","0","0","87","50","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/OracleStore.java","0","0","0","40175","49688","89863","40175","40175.0","55","47","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/PostgreSQLStore.java","0","0","0","39847","49818","89665","39847","39847.0","55","47","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/XMLCatalogSchemaManager.java","0","0","0","56560","78499","135059","56560","56560.0","721","50","NO"
"1","/tajo-catalog/tajo-catalog-server/src/test/java/org/apache/tajo/catalog/CatalogTestingUtil.java","0","0","0","3578","4807","8385","3578","3578.0","262","92","NO"
"1","/tajo-catalog/tajo-catalog-server/src/test/java/org/apache/tajo/catalog/MiniCatalogServer.java","0","0","0","0","0","0","0","0","107","95","NO"
"1","/tajo-catalog/tajo-catalog-server/src/test/java/org/apache/tajo/catalog/store/TestXMLCatalogSchemaManager.java","0","0","0","41348","61884","103232","41348","41348.0","495","50","NO"
"1","/tajo-catalog/tajo-catalog-server/src/test/java/org/apache/tajo/catalog/TestCatalog.java","4","118","3","47331","95236","142567","47331","47331.0","1175","0","NO"
